CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
	27420	Jamestown, ND Micro Area	2	5754703480	197271625	2221.904	76.167	46.972223	-98.956123                                                                                                             
	29420	Lake Havasu City-Kingman, AZ Metro Area	1	34530024782	333401646	13332.118	128.727	35.717705	-113.749689                                                                                          
	30420	Lexington, NE Micro Area	2	3810426010	28341025	1471.214	10.943	40.756816	-99.821978                                                                                                              
	34420	Mount Pleasant, TX Micro Area	2	1558942613	69840563	601.911	26.966	33.137799	-94.971002                                                                                                          
	38420	Platteville, WI Micro Area	2	2970402286	94521527	1146.879	36.495	42.870028	-90.694229                                                                                                            
	42420	Scottsbluff, NE Micro Area	2	9200592656	17460065	3552.369	6.741	42.163326	-103.734473                                                                                                            
	43420	Sierra Vista-Douglas, AZ Metro Area	1	16083178104	17664572	6209.75	6.82	31.840129	-109.775163                                                                                                    
	49420	Yakima, WA Metro Area	1	11122734368	41188783	4294.512	15.903	46.456558	-120.740145                                                                                                               
	35440	Newport, OR Micro Area	2	2540730649	553147948	980.982	213.572	44.641061	-123.911212                                                                                                              
	10460	Alamogordo, NM Micro Area	2	17126455954	36944199	6612.562	14.264	32.615599	-105.751308                                                                                                           
	12460	Bainbridge, GA Micro Area	2	1546842840	67154651	597.239	25.929	30.880643	-84.58389                                                                                                               
	21460	Enterprise, AL Micro Area	2	1758565928	3907189	678.986	1.509	31.402258	-85.989602                                                                                                                
	23460	Gadsden, AL Metro Area	1	1385916770	35022972	535.105	13.522	34.047641	-86.034263                                                                                                                 
	24460	Great Bend, KS Micro Area	2	2318705423	13926862	895.257	5.377	38.481239	-98.767837                                                                                                               
	25460	Harrison, AR Micro Area	2	3653941627	37733937	1410.795	14.569	36.087809	-93.162053                                                                                                               
	27460	Jamestown-Dunkirk-Fredonia, NY Micro Area	2	2746454150	1139025723	1060.412	439.78	42.304216	-79.407595                                                                                           
	38460	Plattsburgh, NY Micro Area	2	2687763026	206582007	1037.751	79.762	44.752712	-73.705643                                                                                                           
	37460	Panama City, FL Metro Area	1	1964874034	1833915193	758.642	708.079	30.15914	-85.534395                                                                                                           
	40460	Rockingham, NC Micro Area	2	1226849523	15575098	473.689	6.014	35.004636	-79.755695                                                                                                               
	41460	Salina, KS Micro Area	2	3732112516	4328531	1440.977	1.671	38.96457	-97.663387                                                                                                                    
	45460	Terre Haute, IN Metro Area	1	4946794086	64297945	1909.968	24.826	39.478401	-87.311132                                                                                                            
	48460	West Plains, MO Micro Area	2	2401376397	2920114	927.177	1.127	36.774369	-91.887368                                                                                                               
	49460	Yankton, SD Micro Area	2	1349873576	28676615	521.189	11.072	43.006603	-97.388361                                                                                                                 
	11500	Anniston-Oxford, AL Metro Area	1	1569246127	16536293	605.889	6.385	33.770516	-85.827909                                                                                                          
	10500	Albany, GA Metro Area	1	4120747960	46086555	1591.03	17.794	31.644686	-84.110718                                                                                                                  
	13500	Bennettsville, SC Micro Area	2	1242867261	14489019	479.874	5.594	34.60167	-79.679435                                                                                                             
	19500	Decatur, IL Metro Area	1	1503684112	13406665	580.576	5.176	39.860237	-88.961529                                                                                                                  
	22500	Florence, SC Metro Area	1	3525216736	24435234	1361.094	9.434	34.153574	-79.806164                                                                                                                
	24500	Great Falls, MT Metro Area	1	6988324592	34310133	2698.207	13.247	47.316575	-111.350262                                                                                                           
	29500	Lamesa, TX Micro Area	2	2331781561	4720730	900.306	1.823	32.742528	-101.948771                                                                                                                   
	33500	Minot, ND Micro Area	2	12339257385	249226410	4764.214	96.227	48.320242	-101.19801                                                                                                                
	34500	Mount Vernon, IL Micro Area	2	1479490494	32550293	571.234	12.568	38.30078	-88.92421                                                                                                              
	31500	Madison, IN Micro Area	2	934053824	6143080	360.64	2.372	38.783604	-85.44009                                                                                                                      
	44500	Stephenville, TX Micro Area	2	2805419702	17166728	1083.179	6.628	32.236661	-98.220507                                                                                                            
	41500	Salinas, CA Metro Area	1	8499623032	1267793988	3281.723	489.498	36.240104	-121.315578                                                                                                            
	43500	Silver City, NM Micro Area	2	10259478771	15294669	3961.207	5.905	32.732087	-108.381504                                                                                                           
	45500	Texarkana, TX-AR Metro Area	1	5284169446	218362456	2040.229	84.31	33.478373	-94.207162                                                                                                           
	22520	Florence-Muscle Shoals, AL Metro Area	1	3265890949	212766741	1260.968	82.15	34.799254	-87.719388                                                                                                 
	45520	The Dalles, OR Micro Area	2	6167113903	35722738	2381.136	13.793	45.164536	-121.165069                                                                                                            
	46520	Urban Honolulu, HI Metro Area	1	1555612626	4054877012	600.625	1565.597	21.461365	-158.201974                                                                                                     
	12540	Bakersfield, CA Metro Area	1	21068634240	78407748	8134.646	30.273	35.346629	-118.729506                                                                                                          
	13540	Bennington, VT Micro Area	2	1747741036	6891098	674.807	2.661	43.035325	-73.11146                                                                                                                 
	20540	Dyersburg, TN Micro Area	2	1326982067	35839863	512.351	13.838	36.054196	-89.398306                                                                                                               
	21540	Escanaba, MI Micro Area	2	3033137846	2124389420	1171.101	820.231	45.805229	-86.901938                                                                                                            
	22540	Fond du Lac, WI Metro Area	1	1863667254	119853823	719.566	46.276	43.754722	-88.493284                                                                                                            
	27540	Jasper, IN Micro Area	2	1972453482	38486024	761.569	14.86	38.384156	-87.035953                                                                                                                   
	28540	Ketchikan, AK Micro Area	2	12579382524	4651611659	4856.927	1795.997	55.449938	-131.106685                                                                                                        
	29540	Lancaster, PA Metro Area	1	2444751632	103368819	943.924	39.911	40.041992	-76.250198                                                                                                              
	32540	McAlester, OK Micro Area	2	3381286065	187418802	1305.522	72.363	34.92554	-95.74813                                                                                                               
	33540	Missoula, MT Metro Area	1	6715861233	64586034	2593.009	24.937	47.027263	-113.892691                                                                                                              
	38540	Pocatello, ID Metro Area	1	6517231793	191278586	2516.317	73.853	42.689761	-112.57753                                                                                                             
	37540	Paris, TN Micro Area	2	1455320362	81582236	561.902	31.499	36.325295	-88.300288                                                                                                                   
	40540	Rock Springs, WY Micro Area	2	27005754359	166230245	10426.98	64.182	41.660328	-108.875677                                                                                                        
	42540	Scranton--Wilkes-Barre, PA Metro Area	1	4522253034	78048874	1746.052	30.135	41.322881	-75.898188                                                                                                 
	44540	Sterling, CO Micro Area	2	4761947975	16363553	1838.598	6.318	40.728091	-103.090464                                                                                                               
	46540	Utica-Rome, NY Metro Area	1	6795793490	237713557	2623.871	91.782	43.33228	-75.173189                                                                                                             
	48540	Wheeling, WV-OH Metro Area	1	2443364018	49379187	943.388	19.065	39.977687	-80.854826                                                                                                             
	15580	Butte-Silver Bow, MT Micro Area	2	1859568271	1518178	717.983	0.586	45.896232	-112.660071                                                                                                         
	14580	Bozeman, MT Micro Area	2	6747831014	73615974	2605.352	28.423	45.518054	-111.163921                                                                                                               
	16580	Champaign-Urbana, IL Metro Area	1	3717388870	6865897	1435.292	2.651	40.102988	-88.318504                                                                                                         
	19580	Defiance, OH Micro Area	2	1065649888	7073996	411.45	2.731	41.321679	-84.486433                                                                                                                   
	20580	Eagle Pass, TX Micro Area	2	3313818748	31872416	1279.473	12.306	28.729787	-100.316678                                                                                                            
	22580	Forest City, NC Micro Area	2	1464476090	4692959	565.437	1.812	35.402747	-81.919582                                                                                                               
	25580	Hastings, NE Micro Area	2	1458872837	2477681	563.274	0.957	40.520632	-98.500044                                                                                                                  
	27580	Jayuya, PR Micro Area	2	115340542	3091	44.533	0.001	18.211152	-66.58687                                                                                                                          
	30580	Liberal, KS Micro Area	2	1656693305	1961444	639.653	0.757	37.18096	-100.855257                                                                                                                   
	31580	Madisonville, KY Micro Area	2	1403991388	31937449	542.084	12.331	37.31107	-87.542196                                                                                                             
	33580	Mitchell, SD Micro Area	2	2253847848	5407722	870.216	2.088	43.675038	-97.966937                                                                                                                  
	36580	Oneonta, NY Micro Area	2	2594487152	36314099	1001.737	14.021	42.629776	-75.028841                                                                                                                
	37580	Paris, TX Micro Area	2	2349976646	66748710	907.331	25.772	33.667263	-95.570348                                                                                                                   
	43580	Sioux City, IA-NE-SD Metro Area	1	5371737571	54552245	2074.04	21.063	42.512942	-96.438949                                                                                                        
	11620	Ardmore, OK Micro Area	2	3460529028	77486155	1336.118	29.918	34.125836	-97.263905                                                                                                                
	13620	Berlin, NH Micro Area	2	4647923092	92546791	1794.573	35.733	44.652548	-71.289431                                                                                                                 
	14620	Bradford, PA Micro Area	2	2537395850	13034578	979.694	5.033	41.81459	-78.572463                                                                                                                  
	12620	Bangor, ME Metro Area	1	8798699726	413983093	3397.197	159.84	45.409284	-68.666616                                                                                                                
	15620	Cadillac, MI Micro Area	2	2925942347	50770824	1129.713	19.603	44.328738	-85.326429                                                                                                               
	19620	Del Rio, TX Micro Area	2	8144863966	227711025	3144.75	87.92	29.875285	-101.143324                                                                                                                
	24620	Greeneville, TN Micro Area	2	1611409727	5099752	622.169	1.969	36.179487	-82.847523                                                                                                               
	27620	Jefferson City, MO Metro Area	1	5821580095	79979072	2247.725	30.88	38.636885	-92.088876                                                                                                          
	29620	Lansing-East Lansing, MI Metro Area	1	5772054350	70060577	2228.603	27.051	42.771233	-84.496029                                                                                                   
	32620	McComb, MS Micro Area	2	1059783761	3907959	409.185	1.509	31.177516	-90.397725                                                                                                                    
	31620	Magnolia, AR Micro Area	2	1984098878	1985830	766.065	0.767	33.223038	-93.232843                                                                                                                  
	38620	Ponca City, OK Micro Area	2	2381745586	65578499	919.597	25.32	36.814885	-97.143862                                                                                                               
	40620	Rolla, MO Micro Area	2	1739919007	6567069	671.787	2.536	37.866326	-91.790349                                                                                                                     
	43620	Sioux Falls, SD Metro Area	1	6670256887	27900457	2575.401	10.772	43.49542	-96.995339                                                                                                             
	45620	Thomasville, GA Micro Area	2	1410592606	19645695	544.633	7.585	30.864619	-83.919815                                                                                                              
	46620	Uvalde, TX Micro Area	2	4019455745	17385901	1551.921	6.713	29.350308	-99.768427                                                                                                                  
	47620	Warren, PA Micro Area	2	2290280119	37368145	884.282	14.428	41.834298	-79.298182                                                                                                                  
	21640	Eufaula, AL-GA Micro Area	2	2683863225	74681508	1036.245	28.835	31.867281	-85.335032                                                                                                             
	10660	Albert Lea, MN Micro Area	2	1831756443	39305226	707.245	15.176	43.674202	-93.350289                                                                                                              
	11660	Arkadelphia, AR Micro Area	2	2242855171	43965580	865.971	16.975	34.053316	-93.176208                                                                                                             
	14660	Brainerd, MN Micro Area	2	7821324098	1426317310	3019.83	550.704	46.767291	-94.223862                                                                                                             
	16660	Charleston-Mattoon, IL Micro Area	2	2212408003	7188080	854.216	2.775	39.423163	-88.242212                                                                                                        
	21660	Eugene-Springfield, OR Metro Area	1	11795042046	436061004	4554.091	168.364	43.928334	-122.897581                                                                                                 
	22660	Fort Collins, CO Metro Area	1	6723014102	98984559	2595.77	38.218	40.658093	-105.486764                                                                                                           
	23660	Galesburg, IL Micro Area	2	1855427713	8837382	716.385	3.412	40.930945	-90.213792                                                                                                                 
	28660	Killeen-Temple, TX Metro Area	1	7300158344	108967603	2818.607	42.073	31.20273	-97.789638                                                                                                         
	29660	Laramie, WY Micro Area	2	11070455491	89161376	4274.327	34.425	41.665514	-105.721883                                                                                                              
	34660	Murray, KY Micro Area	2	997224714	66474183	385.031	25.666	36.620978	-88.274086                                                                                                                   
	32660	McMinnville, TN Micro Area	2	1120619165	3524883	432.673	1.361	35.67825	-85.777343                                                                                                                
	31660	Malone, NY Micro Area	2	4219857155	176622254	1629.296	68.194	44.594376	-74.31067                                                                                                                 
	37660	Parsons, KS Micro Area	2	1671560715	20006201	645.393	7.724	37.191468	-95.297473                                                                                                                  
	41660	San Angelo, TX Metro Area	1	9057174171	48421083	3496.995	18.695	31.479839	-100.77459                                                                                                             
	43660	Snyder, TX Micro Area	2	2345090474	5436957	905.445	2.099	32.744353	-100.913346                                                                                                                   
	44660	Stillwater, OK Micro Area	2	1773885850	31991880	684.901	12.352	36.079225	-96.975255                                                                                                              
	46660	Valdosta, GA Metro Area	1	4163063562	55726310	1607.368	21.516	30.827158	-83.243555                                                                                                               
	48660	Wichita Falls, TX Metro Area	1	6784839990	143918741	2619.641	55.567	33.776144	-98.501907                                                                                                         
	10700	Albertville, AL Micro Area	2	1465531833	148495463	565.845	57.334	34.309564	-86.321668                                                                                                            
	13700	Big Spring, TX Micro Area	2	2333039143	8841781	900.791	3.414	32.30343	-101.438721                                                                                                                
	14700	Branson, MO Micro Area	2	1637731194	49953773	632.332	19.287	36.649827	-93.042819                                                                                                                 
	16700	Charleston-North Charleston, SC Metro Area	1	6708569992	1483700810	2590.193	572.86	33.01754	-80.009947                                                                                           
	17700	Coffeyville, KS Micro Area	2	1666900085	20430012	643.594	7.888	37.189537	-95.742403                                                                                                              
	19700	Deming, NM Micro Area	2	7679776933	433660	2965.179	0.167	32.184523	-107.747191                                                                                                                   
	21700	Eureka-Arcata, CA Micro Area	2	9241565229	1253726036	3568.188	484.066	40.706655	-123.926176                                                                                                      
	22700	Fort Dodge, IA Micro Area	2	1853670893	7269394	715.706	2.807	42.433579	-94.175831                                                                                                                
	23700	Gallup, NM Micro Area	2	14118189396	12689169	5451.064	4.899	35.584062	-108.253294                                                                                                                
	25700	Hays, KS Micro Area	2	2330762295	1197085	899.912	0.462	38.914597	-99.317313                                                                                                                      
	26700	Huron, SD Micro Area	2	4622689252	32562203	1784.83	12.572	44.311391	-98.382386                                                                                                                   
	29700	Laredo, TX Metro Area	1	8706187279	36554555	3361.478	14.114	27.760799	-99.340752                                                                                                                 
	32700	McPherson, KS Micro Area	2	2326547430	6003328	898.285	2.318	38.395812	-97.647489                                                                                                                 
	40700	Roseburg, OR Micro Area	2	13042430333	251869766	5035.711	97.247	43.286328	-123.154476                                                                                                            
	42700	Sebring-Avon Park, FL Metro Area	1	2635726544	230667884	1017.66	89.061	27.34108	-81.342353                                                                                                       
	43700	Somerset, KY Micro Area	2	1705275604	48545539	658.411	18.744	37.107452	-84.576969                                                                                                                
	45700	Tifton, GA Micro Area	2	675702087	20458524	260.89	7.899	31.457003	-83.525931                                                                                                                     
	13720	Big Stone Gap, VA Micro Area	2	1064271681	5344614	410.918	2.064	36.974561	-82.62156                                                                                                              
	14720	Breckenridge, CO Micro Area	2	1575563237	28310936	608.328	10.931	39.621023	-106.137555                                                                                                           
	13740	Billings, MT Metro Area	1	16777930231	98890317	6477.995	38.182	45.63714	-108.832361                                                                                                              
	18740	Coshocton, OH Micro Area	2	1460721942	9128742	563.988	3.525	40.29671	-81.930109                                                                                                                  
	21740	Evanston, WY Micro Area	2	5391631765	16625817	2081.721	6.419	41.284726	-110.558947                                                                                                               
	24740	Greenville, MS Micro Area	2	1875077589	94257003	723.972	36.393	33.273174	-90.944446                                                                                                              
	26740	Hutchinson, KS Micro Area	2	3251231984	43517492	1255.308	16.802	37.948185	-98.078346                                                                                                             
	25740	Helena, MT Micro Area	2	13248767752	107752388	5115.378	41.603	46.811354	-112.284031                                                                                                              
	31740	Manhattan, KS Metro Area	1	4752896547	137754617	1835.104	53.187	39.268424	-96.562242                                                                                                             
	35740	Norfolk, NE Micro Area	2	4075292589	19597304	1573.479	7.567	42.04313	-97.487952                                                                                                                  
	38740	Poplar Bluff, MO Micro Area	2	3429846523	16649593	1324.271	6.428	36.68765	-90.62285                                                                                                              
	40740	Roswell, NM Micro Area	2	15713914833	20472234	6067.177	7.904	33.361604	-104.469837                                                                                                               
	41740	San Diego-Chula Vista-Carlsbad, CA Metro Area	1	10904455257	817317026	4210.234	315.568	33.023604	-116.776117                                                                                     
	42740	Sedalia, MO Micro Area	2	1766966004	10488658	682.229	4.05	38.727367	-93.285207                                                                                                                   
	44740	Storm Lake, IA Micro Area	2	1488981867	13798140	574.899	5.327	42.741522	-95.141432                                                                                                               
	49740	Yuma, AZ Metro Area	1	14280774789	13253159	5513.838	5.117	32.773942	-113.910905                                                                                                                  
	25760	Helena-West Helena, AR Micro Area	2	1788024160	95966884	690.36	37.053	34.423687	-90.855593                                                                                                       
	40760	Ruidoso, NM Micro Area	2	12512530053	554839	4831.115	0.214	33.740841	-105.449805                                                                                                                 
	41760	Sandpoint, ID Micro Area	2	4489020248	478920605	1733.22	184.912	48.316796	-116.612362                                                                                                            
	43760	Sonora, CA Micro Area	2	5752133237	138668837	2220.911	53.54	38.021434	-119.964733                                                                                                                
	10780	Alexandria, LA Metro Area	1	5085705268	162470402	1963.602	62.73	31.325348	-92.546803                                                                                                             
	13780	Binghamton, NY Metro Area	1	3171194833	36154556	1224.405	13.959	42.163928	-76.022943                                                                                                             
	17780	College Station-Bryan, TX Metro Area	1	5439946980	86586475	2100.375	33.431	30.754392	-96.488537                                                                                                  
	15780	Camden, AR Micro Area	2	3525806334	28071065	1361.321	10.838	33.567513	-92.708217                                                                                                                 
	21780	Evansville, IN-KY Metro Area	1	3791627452	127235950	1463.956	49.126	38.02007	-87.586166                                                                                                          
	22780	Fort Leonard Wood, MO Micro Area	2	1417014581	11312724	547.112	4.368	37.824835	-92.207022                                                                                                        
	23780	Garden City, KS Micro Area	2	5626854513	2849972	2172.541	1.1	38.025453	-100.970695                                                                                                               
	37780	Pecos, TX Micro Area	2	8557764371	37377839	3304.171	14.432	31.42675	-103.666001                                                                                                                  
	40780	Russellville, AR Micro Area	2	4510045167	97766346	1741.338	37.748	35.199586	-93.252763                                                                                                           
	47780	Washington, IN Micro Area	2	1112396615	19102189	429.499	7.375	38.69609	-87.076943                                                                                                                
	48780	Williston, ND Micro Area	2	5380959456	181836562	2077.6	70.207	48.355765	-103.501333                                                                                                              
	10820	Alexandria, MN Micro Area	2	1649659329	215526674	636.937	83.215	45.936835	-95.462155                                                                                                             
	11820	Astoria, OR Micro Area	2	2144846710	661654767	828.13	255.466	46.024509	-123.705037                                                                                                               
	15820	Campbellsville, KY Micro Area	2	1430755166	34174450	552.418	13.195	37.31554	-85.443011                                                                                                           
	17820	Colorado Springs, CO Metro Area	1	6950209059	12030556	2683.491	4.645	38.845507	-104.638728                                                                                                       
	16820	Charlottesville, VA Metro Area	1	4259304628	35681139	1644.527	13.777	37.949084	-78.593206                                                                                                        
	20820	Effingham, IL Micro Area	2	1240005834	3174583	478.769	1.226	39.047945	-88.592849                                                                                                                 
	22820	Fort Morgan, CO Micro Area	2	3316441488	34663098	1280.485	13.383	40.263159	-103.81221                                                                                                            
	21820	Fairbanks, AK Metro Area	1	18997068212	259343323	7334.809	100.133	64.676044	-146.548159                                                                                                          
	25820	Hereford, TX Micro Area	2	3876750568	3926557	1496.822	1.516	34.940766	-102.607564                                                                                                                
	31820	Manitowoc, WI Micro Area	2	1526295968	2343344181	589.306	904.77	44.156137	-87.577352                                                                                                             
	35820	North Platte, NE Micro Area	2	10344655414	32320949	3994.094	12.479	41.230781	-100.783339                                                                                                         
	38820	Port Angeles, WA Micro Area	2	4503318282	2409404421	1738.741	930.276	48.110903	-123.88986                                                                                                        
	45820	Topeka, KS Metro Area	1	8372689082	148255515	3232.713	57.242	39.041389	-95.802639                                                                                                                
	46820	Vermillion, SD Micro Area	2	1067154436	13955918	412.031	5.388	42.91615	-96.980468                                                                                                                
	48820	Willmar, MN Micro Area	2	2065187146	168286642	797.373	64.976	45.152714	-95.004981                                                                                                                
	49820	Zapata, TX Micro Area	2	2585876042	154371160	998.412	59.603	26.996981	-99.182603                                                                                                                 
	21840	Fairfield, IA Micro Area	2	1128002393	3522238	435.524	1.36	41.006376	-91.966628                                                                                                                  
	25840	Hermiston-Pendleton, OR Micro Area	2	13587019042	85995405	5245.978	33.203	45.544602	-119.076191                                                                                                  
	18860	Crescent City, CA Micro Area	2	2606118035	578742633	1006.228	223.454	41.749903	-123.980998                                                                                                       
	19860	Dickinson, ND Micro Area	2	6431980204	26010402	2483.402	10.043	46.912583	-102.988487                                                                                                             
	21860	Fairmont, MN Micro Area	2	1844928076	44669373	712.331	17.247	43.677173	-94.547096                                                                                                                
	25860	Hickory-Lenoir-Morganton, NC Metro Area	1	4246242559	75161380	1639.483	29.02	35.814286	-81.456575                                                                                                
	28860	Kirksville, MO Micro Area	2	2265278463	7684518	874.629	2.967	40.284489	-92.565124                                                                                                                
	30860	Logan, UT-ID Metro Area	1	4733838662	33251169	1827.745	12.838	41.88902	-111.787438                                                                                                               
	34860	Nacogdoches, TX Micro Area	2	2450966944	89731149	946.324	34.645	31.62056	-94.62025                                                                                                               
	40860	Rutland, VT Micro Area	2	2407970501	38745883	929.723	14.96	43.580858	-73.038202                                                                                                                  
	44860	Sulphur Springs, TX Micro Area	2	1987636011	65632971	767.431	25.341	33.148967	-95.565434                                                                                                         
	46860	Vernal, UT Micro Area	2	11609319393	56115801	4482.383	21.666	40.125887	-109.517748                                                                                                               
	18880	Crestview-Fort Walton Beach-Destin, FL Metro Area	1	5098358171	1781006926	1968.487	687.651	30.594941	-86.358164                                                                                  
	25880	Hillsdale, MI Micro Area	2	1549207166	22939100	598.152	8.857	41.927461	-84.637479                                                                                                                
	11900	Athens, OH Micro Area	2	1304431980	12361693	503.644	4.773	39.332755	-82.045885                                                                                                                   
	10900	Allentown-Bethlehem-Easton, PA-NJ Metro Area	1	3763211244	58185339	1452.984	22.465	40.789339	-75.398158                                                                                          
	13900	Bismarck, ND Metro Area	1	11087702753	165098564	4280.986	63.745	46.887031	-100.979592                                                                                                            
	12900	Batesville, AR Micro Area	2	3543973602	25460921	1368.336	9.831	35.927671	-91.515359                                                                                                              
	18900	Crossville, TN Micro Area	2	1764574105	9099481	681.306	3.513	35.952398	-84.994761                                                                                                                
	22900	Fort Smith, AR-OK Metro Area	1	6239215730	195405159	2408.975	75.446	35.463119	-94.299741                                                                                                         
	24900	Greenwood, MS Micro Area	2	3166162825	47918753	1222.462	18.502	33.491305	-90.113633                                                                                                              
	25900	Hilo, HI Micro Area	2	10433635373	2739472560	4028.449	1057.716	19.597764	-155.502443                                                                                                             
	28900	Klamath Falls, OR Micro Area	2	15410368803	484957652	5949.977	187.243	42.683761	-121.646168                                                                                                      
	30900	Logansport, IN Micro Area	2	1067448391	7002041	412.144	2.704	40.753799	-86.355168                                                                                                                
	35900	North Wilkesboro, NC Micro Area	2	1952020337	6854041	753.679	2.646	36.208883	-81.166095                                                                                                          
	36900	Ottumwa, IA Micro Area	2	1118466714	10822775	431.842	4.179	41.031275	-92.409466                                                                                                                  
	37900	Peoria, IL Metro Area	1	8633293349	174445163	3333.333	67.354	40.708887	-89.697466                                                                                                                
	45900	Traverse City, MI Micro Area	2	4379610581	7440142407	1690.977	2872.655	44.952324	-85.90832                                                                                                       
	46900	Vernon, TX Micro Area	2	2514738098	18202665	970.946	7.028	34.08492	-99.24244                                                                                                                     
	48900	Wilmington, NC Metro Area	1	2754582845	516637306	1063.55	199.475	34.426033	-77.889634                                                                                                            
	12940	Baton Rouge, LA Metro Area	1	11320050074	523384896	4370.696	202.08	30.515242	-91.126926                                                                                                          
	16940	Cheyenne, WY Metro Area	1	6956355039	4348083	2685.864	1.679	41.29283	-104.660395                                                                                                                 
	20940	El Centro, CA Metro Area	1	10814595262	790216761	4175.539	305.104	33.040814	-115.3554                                                                                                            
	23940	Gillette, WY Micro Area	2	26041164938	44421978	10054.55	17.151	44.2321	-105.034342                                                                                                               
	25940	Hilton Head Island-Bluffton, SC Metro Area	1	3188786450	1020102631	1231.197	393.864	32.386792	-80.830877                                                                                         
	27940	Juneau, AK Micro Area	2	7003406836	1426230792	2704.031	550.671	58.37291	-134.178445                                                                                                              
	30940	London, KY Micro Area	2	4474000141	52503895	1727.421	20.272	36.985916	-83.966066                                                                                                                 
	33940	Montrose, CO Micro Area	2	7204356177	8909552	2781.618	3.44	38.342548	-108.162237                                                                                                                 
	32940	Meridian, MS Micro Area	2	5598084432	36986802	2161.433	14.281	32.410674	-88.661926                                                                                                               
	40940	Safford, AZ Micro Area	2	11970605956	47476264	4621.877	18.331	32.931828	-109.87831                                                                                                               
	44940	Sumter, SC Metro Area	1	3295201854	273144019	1272.285	105.461	33.792654	-80.294055                                                                                                               
	47940	Waterloo-Cedar Falls, IA Metro Area	1	3892988480	28187704	1503.091	10.883	42.536796	-92.471608                                                                                                   
	10980	Alpena, MI Micro Area	2	1481205162	2908633230	571.897	1123.03	44.894954	-83.426574                                                                                                               
	13980	Blacksburg-Christiansburg, VA Metro Area	1	2780576862	43249043	1073.587	16.699	37.120119	-80.559147                                                                                              
	19980	Dodge City, KS Micro Area	2	2844508242	2097356	1098.271	0.81	37.688416	-99.884748                                                                                                                
	20980	El Dorado, AR Micro Area	2	2691171273	42102269	1039.067	16.256	33.168219	-92.598145                                                                                                              
	21980	Fallon, NV Micro Area	2	12820847811	190742991	4950.157	73.646	39.53771	-118.264166                                                                                                               
	24980	Grenada, MS Micro Area	2	1093291103	70659566	422.122	27.282	33.770031	-89.80274                                                                                                                  
	27980	Kahului-Wailuku-Lahaina, HI Metro Area	1	3008348848	3203294214	1161.53	1236.799	20.855931	-156.60155                                                                                             
	30980	Longview, TX Metro Area	1	6942767225	108951107	2680.618	42.066	32.431646	-94.684833                                                                                                              
	31980	Marion, IN Micro Area	2	1072484471	2101804	414.089	0.812	40.515758	-85.654946                                                                                                                    
	36980	Owensboro, KY Metro Area	1	2327340282	85568963	898.591	33.038	37.693723	-87.077058                                                                                                               
	45980	Troy, AL Micro Area	2	1740645369	2339145	672.067	0.903	31.798653	-85.941608                                                                                                                      
